"","Tier","Yellow","Green"
"90003",3,1,1
"90004",4,3,0
"90005",5,2,1
"90006",6,0,2
"90007",7,1,1
"90008",8,1,0
"90009",9,1,1
"90010",10,2,0
"90011",1,1,0
"90012",2,0,1
"90013",3,2,0
"90014",4,2,0
"90015",5,0,0
"90016",6,2,0
"90017",7,2,0
"90018",8,2,0
"90019",9,1,0
"90020",10,1,0
"90021",1,1,0
"90022",2,0,1
"90023",3,1,1
"90024",4,1,1
"90025",5,2,0
"90026",6,1,0
"90027",7,1,1
"90028",8,1,0
"90029",9,2,0
"90030",10,2,1
"90031",1,3,0
"90032",2,1,3
"90033",3,0,1
"90034",4,0,0
"90035",5,2,0
"90036",6,0,1
"90037",7,1,0
"90038",8,1,1
"90039",9,2,0
"90040",10,2,1
"90041",1,0,2
"90042",2,0,1
"90043",3,4,0
"90044",4,3,0
"90045",5,0,1
"90046",6,0,1
"90047",7,1,1
"90048",8,2,0
"90049",9,2,0
"90050",10,1,0
"90051",1,2,1
"90052",2,0,1
"90053",3,2,0
"90054",4,1,1
"90055",5,1,1
"90056",6,2,0
"90057",7,0,0
"90058",8,1,0
"90059",9,2,0
"90060",10,1,1
"90061",1,1,0
"90062",2,2,0
"90063",3,1,1
"90064",4,0,1
"90065",5,1,1
"90066",6,1,0
"90067",7,0,1
"90068",8,2,0
"90069",9,2,0
"90070",10,1,0
"90071",1,1,0
"90072",2,0,1
"90073",3,2,0
"90074",4,1,1
"90075",5,1,2
"90076",6,1,0
"90077",7,2,0
"90078",8,0,1
"90079",9,1,0
"90080",10,1,1
"90081",1,0,2
"90082",2,2,0
"90083",3,2,0
"90084",4,3,0
"90085",5,1,0
"90086",6,1,1
"90087",7,1,0
"90088",8,3,0
"90089",9,2,0
"90090",10,0,1
"90091",1,1,0
"90092",2,1,0
"90093",3,0,1
"90094",4,0,1
"90095",5,3,0
"90096",6,0,0
"90097",7,2,0
"90098",8,2,1
"90099",9,0,0
"90100",10,0,2
"90101",1,1,1
"90102",2,0,0
"90103",3,2,1
"90104",4,2,0
"90105",5,2,1
"90106",6,3,0
"90107",7,1,0
"90108",8,2,0
"90109",9,1,1
"90110",10,1,1
"90111",1,0,2
"90112",2,1,0
"90113",3,1,0
"90114",4,2,1
"90115",5,1,0
"90116",6,1,1
"90117",7,0,1
"90118",8,1,1
"90119",9,1,1
"90120",10,1,0
"90121",1,1,1
"90122",2,1,0
"90123",3,0,2
"90124",4,1,0
"90125",5,2,0
"90126",6,1,1
"90127",7,0,0
"90128",8,0,2
"90129",9,2,1
"90130",10,1,0
"90131",1,0,1
"90132",2,0,3
"90133",3,0,0
"90134",4,0,2
"90135",5,2,0
"90136",6,1,0
"90137",7,0,2
"90138",8,0,1
"90139",9,1,0
"90140",10,0,0
"90141",1,2,0
"90142",2,1,0
"90143",3,0,1
"90144",4,2,1
"90145",5,1,1
"90146",6,2,1
"90147",7,2,0
"90148",8,0,1
"90149",9,0,2
"90150",10,1,0
"90151",1,0,1
"90152",2,1,1
"90153",3,1,0
"90154",4,3,0
"90155",5,2,0
"90156",6,2,0
"90157",7,2,1
"90158",8,1,0
"90159",9,0,0
"90160",10,0,1
"90161",1,2,1
"90162",2,1,3
"90163",3,1,1
"90164",4,2,0
"90165",5,0,2
"90166",6,2,1
"90167",7,3,0
"90168",8,1,0
"90169",9,1,0
"90170",10,0,1
"90171",1,1,0
"90172",2,2,0
"90173",3,0,1
"90174",4,0,0
"90175",5,1,1
"90176",6,1,0
"90177",7,3,0
"90178",8,0,1
"90179",9,1,1
"90180",10,0,1
"90181",1,1,2
"90182",2,1,0
"90183",3,0,1
"90184",4,1,0
"90185",5,1,2
"90186",6,1,0
"90187",7,1,1
"90188",8,1,0
"90189",9,0,0
"90190",10,0,3
"90191",1,2,0
"90192",2,1,0
"90193",3,2,0
"90194",4,2,0
"90195",5,1,1
"90196",6,3,0
"90197",7,0,0
"90198",8,1,0
"90199",9,1,0
"90200",10,0,0
"90201",1,2,1
"90202",2,1,1
"90203",3,0,2
"90204",4,0,0
"90205",5,3,0
"90206",6,1,0
"90207",7,0,1
"90208",8,1,1
"90209",9,1,1
"90210",10,1,1
"90211",1,0,0
"90212",2,1,0
"90213",3,3,0
"90214",4,2,1
"90215",5,1,1
"90216",6,1,1
"90217",7,2,0
"90218",8,2,0
"90219",9,0,1
"90220",10,2,0
"90221",1,1,1
"90222",2,2,0
"90223",3,2,0
"90224",4,1,1
"90225",5,1,1
"90226",6,2,0
"90227",7,3,0
"90228",8,0,1
"90229",9,2,0
"90230",10,1,0
"90231",1,0,0
"90232",2,0,1
"90233",3,1,0
"90234",4,0,1
"90235",5,3,0
"90236",6,0,0
"90237",7,2,0
"90238",8,0,2
"90239",9,1,1
"90240",10,0,1
"90241",1,3,0
"90242",2,1,1
"90243",3,2,0
"90244",4,2,1
"90245",5,1,0
"90246",6,1,1
"90247",7,1,1
"90248",8,1,2
"90249",9,3,0
"90250",10,1,0
"90251",1,2,0
"90252",2,0,1
"90253",3,1,0
"90254",4,2,0
"90255",5,0,1
"90256",6,1,0
"90257",7,2,0
"90258",8,1,0
"90259",9,1,0
"90260",10,3,0
"90261",1,0,1
"90262",2,1,0
"90263",3,3,0
"90264",4,1,0
"90265",5,4,0
"90266",6,1,0
"90267",7,2,0
"90268",8,0,1
"90269",9,3,1
"90270",10,1,0
"90271",1,4,0
"90272",2,0,0
"90273",3,1,1
"90274",4,1,0
"90275",5,2,0
"90276",6,0,3
"90277",7,1,0
"90278",8,2,0
"90279",9,1,1
"90280",10,2,2
"90281",1,1,0
"90282",2,1,0
"90283",3,2,0
"90284",4,2,0
"90285",5,1,0
"90286",6,0,1
"90287",7,3,0
"90288",8,0,0
"90289",9,1,0
"90290",10,1,1
"90291",1,1,0
"90292",2,0,0
"90293",3,0,1
"90294",4,1,1
"90295",5,1,0
"90296",6,3,0
"90297",7,0,2
"90298",8,1,0
"90299",9,0,1
"90300",10,1,0
"90301",1,2,0
"90302",2,1,0
"90303",3,0,1
"90304",4,0,3
"90305",5,3,0
"90306",6,1,1
"90307",7,0,1
"90308",8,0,1
"90309",9,1,1
"90310",10,3,0
"90311",1,0,0
"90312",2,0,0
"90313",3,1,0
"90314",4,1,1
"90315",5,1,1
"90316",6,3,0
"90317",7,2,0
"90318",8,1,0
"90319",9,1,1
"90320",10,1,1
"90321",1,0,0
"90322",2,1,0
"90323",3,1,0
"90324",4,2,1
"90325",5,3,0
"90326",6,1,1
"90327",7,0,3
"90328",8,2,2
"90329",9,1,1
"90330",10,2,0
"90331",1,1,1
"90332",2,1,0
"90333",3,1,0
"90334",4,2,1
"90335",5,2,0
"90336",6,0,1
"90337",7,0,0
"90338",8,1,0
"90339",9,0,2
"90340",10,3,0
"90341",1,2,0
"90342",2,1,1
"90343",3,1,0
"90344",4,0,1
"90345",5,2,0
"90346",6,2,0
"90347",7,2,1
"90348",8,2,0
"90349",9,2,0
"90350",10,0,1
"90351",1,0,3
"90352",2,2,0
"90353",3,2,0
"90354",4,2,0
"90355",5,2,0
"90356",6,0,1
"90357",7,2,0
"90358",8,1,1
"90359",9,1,0
"90360",10,0,0
"90361",1,0,0
"90362",2,0,0
"90363",3,1,0
"90364",4,2,0
"90365",5,0,0
"90366",6,0,2
"90367",7,1,1
"90368",8,1,0
"90369",9,1,0
"90370",10,1,0
"90371",1,1,0
"90372",2,1,0
"90373",3,0,1
"90374",4,2,0
"90375",5,2,0
"90376",6,2,0
"90377",7,1,1
"90378",8,3,0
"90379",9,2,0
"90380",10,0,1
"90381",1,1,1
"90382",2,1,0
"90383",3,1,0
"90384",4,0,2
"90385",5,1,0
"90386",6,0,0
"90387",7,0,1
"90388",8,1,0
"90389",9,0,0
"90390",10,1,0
"90391",1,0,1
"90392",2,1,1
"90393",3,1,1
"90394",4,0,2
"90395",5,3,0
"90396",6,1,2
"90397",7,0,1
"90398",8,1,1
"90399",9,2,0
"90400",10,1,1
"90401",1,1,0
"90402",2,0,2
"90403",3,3,0
"90404",4,2,0
"90405",5,0,2
"90406",6,0,1
"90407",7,1,0
"90408",8,0,0
"90409",9,1,1
"90410",10,1,0
"90411",1,2,0
"90412",2,2,0
"90413",3,0,2
"90414",4,2,0
"90415",5,1,0
"90416",6,0,1
"90417",7,1,2
"90418",8,1,0
"90419",9,2,0
"90420",10,1,1
"90421",1,1,0
"90422",2,1,0
"90423",3,2,0
"90424",4,2,0
"90425",5,1,0
"90426",6,3,1
"90427",7,1,0
"90428",8,0,1
"90429",9,0,2
"90430",10,1,0
"90431",1,1,1
"90432",2,1,0
"90433",3,1,0
"90434",4,1,1
"90435",5,3,0
"90436",6,1,0
"90437",7,1,1
"90438",8,1,0
"90439",9,1,0
"90440",10,2,0
"90441",1,0,0
"90442",2,2,0
"90443",3,0,2
"90444",4,1,0
"90445",5,0,0
"90446",6,0,3
"90447",7,0,2
"90448",8,1,0
"90449",9,0,0
"90450",10,0,1
"90451",1,0,0
"90452",2,2,0
"90453",3,2,0
"90454",4,3,1
"90455",5,2,0
"90456",6,3,0
"90457",7,1,1
"90458",8,1,1
"90459",9,0,2
"90460",10,1,0
"90461",1,1,0
"90462",2,1,1
"90463",3,2,0
"90464",4,1,0
"90465",5,1,0
"90466",6,2,0
"90467",7,2,0
"90468",8,0,0
"90469",9,1,0
"90470",10,0,0
"90471",1,0,1
"90472",2,1,0
"90473",3,1,2
"90474",4,0,2
"90475",5,1,1
"90476",6,1,1
"90477",7,4,0
"90478",8,0,1
"90479",9,0,0
"90480",10,0,0
"90481",1,0,0
"90482",2,1,2
"90483",3,1,0
"90484",4,0,2
"90485",5,1,1
"90486",6,2,1
"90487",7,1,0
"90488",8,1,0
"90489",9,1,1
"90490",10,2,0
"90491",1,0,1
"90492",2,2,1
"90493",3,1,1
"90494",4,2,0
"90495",5,0,1
"90496",6,1,1
"90497",7,4,0
"90498",8,1,0
"90499",9,0,1
"90500",10,0,0
"90501",1,0,0
"90502",2,1,2
"90503",3,0,1
"90504",4,2,0
"90505",5,2,0
"90506",6,0,1
"90507",7,0,1
"90508",8,1,0
"90509",9,1,0
"90510",10,0,2
"90511",1,0,0
"90512",2,1,1
"90513",3,3,0
"90514",4,3,0
"90515",5,1,1
"90516",6,2,1
"90517",7,1,2
"90518",8,3,0
"90519",9,2,0
"90520",10,0,1
"90521",1,0,1
"90522",2,0,1
"90523",3,2,0
"90524",4,2,0
"90525",5,2,0
"90526",6,0,1
"90527",7,1,0
"90528",8,0,2
"90529",9,1,0
"90530",10,2,0
"90531",1,1,1
"90532",2,0,1
"90533",3,2,0
"90534",4,0,1
"90535",5,2,0
"90536",6,2,1
"90537",7,2,0
"90538",8,1,1
"90539",9,1,0
"90540",10,1,1
"90541",1,0,1
"90542",2,2,0
"90543",3,2,1
"90544",4,3,0
"90545",5,1,0
"90546",6,2,1
"90547",7,2,1
"90548",8,2,0
"90549",9,0,0
"90550",10,2,1
"90551",1,2,0
"90552",2,1,0
"90553",3,1,1
"90554",4,1,1
"90555",5,2,0
"90556",6,1,1
"90557",7,1,1
"90558",8,2,0
"90559",9,1,1
"90560",10,1,1
"90561",1,2,0
"90562",2,0,0
"90563",3,0,2
"90564",4,3,0
"90565",5,1,0
"90566",6,1,1
"90567",7,3,0
"90568",8,1,1
"90569",9,2,1
"90570",10,1,1
"90571",1,0,1
"90572",2,0,2
"90573",3,1,0
"90574",4,1,1
"90575",5,1,0
"90576",6,1,0
"90577",7,0,1
"90578",8,2,0
"90579",9,1,2
"90580",10,2,0
"90581",1,2,0
"90582",2,0,2
"90583",3,1,1
"90584",4,2,0
"90585",5,2,0
"90586",6,0,1
"90587",7,1,0
"90588",8,1,0
"90589",9,2,1
"90590",10,2,1
"90591",1,3,0
"90592",2,1,0
"90593",3,0,1
"90594",4,2,1
"90595",5,4,0
"90596",6,0,1
"90597",7,1,1
"90598",8,1,0
"90599",9,2,0
"90600",10,2,0
"90601",1,0,2
"90602",2,1,0
"90603",3,0,0
"90604",4,2,0
"90605",5,3,0
"90606",6,2,1
"90607",7,3,0
"90608",8,0,2
"90609",9,1,0
"90610",10,0,1
"90611",1,0,2
"90612",2,1,0
"90613",3,0,2
"90614",4,3,0
"90615",5,1,1
"90616",6,1,1
"90617",7,2,0
"90618",8,2,0
"90619",9,0,2
"90620",10,2,1
"90621",1,1,0
"90622",2,1,1
"90623",3,0,1
"90624",4,1,0
"90625",5,1,2
"90626",6,2,0
"90627",7,1,1
"90628",8,2,0
"90629",9,1,0
"90630",10,1,2
"90631",1,0,1
"90632",2,1,0
"90633",3,1,1
"90634",4,2,0
"90635",5,2,0
"90636",6,3,0
"90637",7,0,1
"90638",8,0,1
"90639",9,0,1
"90640",10,1,1
"90641",1,1,0
"90642",2,1,1
"90643",3,1,0
"90644",4,2,1
"90645",5,1,0
"90646",6,1,0
"90647",7,2,1
"90648",8,0,0
"90649",9,1,0
"90650",10,2,1
"90651",1,1,0
"90652",2,1,1
"90653",3,1,1
"90654",4,2,0
"90655",5,2,0
"90656",6,3,0
"90657",7,2,0
"90658",8,0,0
"90659",9,2,0
"90660",10,1,0
"90661",1,0,2
"90662",2,2,0
"90663",3,1,0
"90664",4,0,0
"90665",5,1,0
"90666",6,3,1
"90667",7,0,1
"90668",8,2,0
"90669",9,2,1
"90670",10,0,0
"90671",1,2,0
"90672",2,2,1
"90673",3,0,1
"90674",4,1,1
"90675",5,0,2
"90676",6,2,0
"90677",7,2,0
"90678",8,3,0
"90679",9,1,0
"90680",10,1,0
"90681",1,1,0
"90682",2,1,0
"90683",3,1,1
"90684",4,3,0
"90685",5,0,0
"90686",6,1,0
"90687",7,2,2
"90688",8,1,1
"90689",9,3,1
"90690",10,2,0
"90691",1,1,0
"90692",2,2,0
"90693",3,2,0
"90694",4,2,0
"90695",5,2,0
"90696",6,1,0
"90697",7,1,0
"90698",8,3,0
"90699",9,2,0
"90700",10,1,1
"90701",1,1,0
"90702",2,0,1
"90703",3,1,0
"90704",4,0,1
"90705",5,2,0
"90706",6,1,0
"90707",7,2,0
"90708",8,2,0
"90709",9,2,0
"90710",10,1,2
"90711",1,2,0
"90712",2,0,1
"90713",3,0,2
"90714",4,2,0
"90715",5,3,0
"90716",6,0,3
"90717",7,1,2
"90718",8,1,0
"90719",9,1,1
"90720",10,2,0
"90721",1,1,1
"90722",2,1,0
"90723",3,2,0
"90724",4,1,0
"90725",5,2,0
"90726",6,3,0
"90727",7,0,1
"90728",8,2,0
"90729",9,1,0
"90730",10,1,0
"90731",1,1,0
"90732",2,2,0
"90733",3,1,0
"90734",4,1,0
"90735",5,2,0
"90736",6,1,1
"90737",7,0,4
"90738",8,2,0
"90739",9,1,2
"90740",10,2,0
"90741",1,1,1
"90742",2,1,1
"90743",3,0,0
"90744",4,1,1
"90745",5,1,0
"90746",6,2,1
"90747",7,1,0
"90748",8,3,0
"90749",9,0,0
"90750",10,1,0
"90751",1,0,0
"90752",2,1,0
"90753",3,0,1
"90754",4,0,1
"90755",5,0,0
"90756",6,1,2
"90757",7,1,0
"90758",8,0,0
"90759",9,0,1
"90760",10,2,0
"90761",1,1,0
"90762",2,0,1
"90763",3,2,0
"90764",4,1,0
"90765",5,3,0
"90766",6,1,0
"90767",7,1,0
"90768",8,2,0
"90769",9,0,1
"90770",10,3,0
"90771",1,1,1
"90772",2,2,0
"90773",3,0,1
"90774",4,1,0
"90775",5,0,1
"90776",6,0,1
"90777",7,0,1
"90778",8,2,0
"90779",9,3,0
"90780",10,1,0
"90781",1,1,1
"90782",2,1,0
"90783",3,2,0
"90784",4,3,0
"90785",5,2,0
"90786",6,2,0
"90787",7,0,2
"90788",8,2,0
"90789",9,2,0
"90790",10,2,0
"90791",1,1,0
"90792",2,1,1
"90793",3,2,0
"90794",4,2,1
"90795",5,2,0
"90796",6,2,0
"90797",7,1,0
"90798",8,1,0
"90799",9,3,0
"90800",10,1,1
"90801",1,2,1
"90802",2,0,0
"90803",3,0,1
"90804",4,3,0
"90805",5,2,0
"90806",6,0,0
"90807",7,0,2
"90808",8,0,0
"90809",9,2,1
"90810",10,1,1
"90811",1,1,0
"90812",2,1,1
"90813",3,2,0
"90814",4,1,1
"90815",5,1,0
"90816",6,0,0
"90817",7,1,0
"90818",8,3,0
"90819",9,2,0
"90820",10,1,1
"90821",1,1,1
"90822",2,0,1
"90823",3,0,0
"90824",4,1,1
"90825",5,0,1
"90826",6,1,1
"90827",7,1,1
"90828",8,0,1
"90829",9,0,1
"90830",10,1,1
"90831",1,1,2
"90832",2,1,0
"90833",3,0,1
"90834",4,1,0
"90835",5,1,1
"90836",6,1,1
"90837",7,1,1
"90838",8,1,0
"90839",9,1,0
"90840",10,2,1
"90841",1,0,1
"90842",2,1,1
"90843",3,0,0
"90844",4,0,0
"90845",5,2,0
"90846",6,2,1
"90847",7,2,0
"90848",8,1,0
"90849",9,0,0
"90850",10,1,1
"90851",1,1,0
"90852",2,1,0
"90853",3,1,0
"90854",4,3,1
"90855",5,1,0
"90856",6,0,2
"90857",7,2,0
"90858",8,1,0
"90859",9,3,0
"90860",10,1,0
"90861",1,2,0
"90862",2,2,0
"90863",3,1,0
"90864",4,1,1
"90865",5,1,0
"90866",6,1,0
"90867",7,2,0
"90868",8,3,1
"90869",9,3,0
"90870",10,1,0
"90871",1,0,2
"90872",2,1,0
"90873",3,1,1
"90874",4,1,0
"90875",5,2,0
"90876",6,1,0
"90877",7,1,1
"90878",8,1,1
"90879",9,1,0
"90880",10,3,0
"90881",1,1,1
"90882",2,0,1
"90883",3,1,0
"90884",4,2,0
"90885",5,2,0
"90886",6,3,0
"90887",7,1,0
"90888",8,0,2
"90889",9,1,0
"90890",10,0,1
"90891",1,0,2
"90892",2,1,1
"90893",3,2,0
"90894",4,3,0
"90895",5,1,1
"90896",6,1,0
"90897",7,1,1
"90898",8,1,0
"90899",9,1,1
"90900",10,3,0
"90901",1,0,3
"90902",2,3,0
"90903",3,0,1
"90904",4,0,0
"90905",5,0,0
"90906",6,0,0
"90907",7,0,1
"90908",8,1,1
"90909",9,2,0
"90910",10,2,0
"90911",1,0,0
"90912",2,2,0
"90913",3,2,1
"90914",4,2,0
"90915",5,0,1
"90916",6,2,0
"90917",7,0,0
"90918",8,0,2
"90919",9,3,0
"90920",10,2,1
"90921",1,0,1
"90922",2,2,0
"90923",3,0,1
"90924",4,0,3
"90925",5,2,0
"90926",6,0,1
"90927",7,1,1
"90928",8,1,0
"90929",9,1,2
"90930",10,0,1
"90931",1,1,1
"90932",2,0,1
"90933",3,1,0
"90934",4,4,0
"90935",5,3,0
"90936",6,0,1
"90937",7,1,0
"90938",8,2,1
"90939",9,1,1
"90940",10,2,0
"90941",1,0,0
"90942",2,2,0
"90943",3,2,0
"90944",4,2,0
"90945",5,1,0
"90946",6,1,1
"90947",7,0,1
"90948",8,1,0
"90949",9,3,0
"90950",10,1,1
"90951",1,2,0
"90952",2,2,0
"90953",3,1,1
"90954",4,0,0
"90955",5,2,0
"90956",6,1,0
"90957",7,2,1
"90958",8,1,0
"90959",9,1,0
"90960",10,1,0
"90961",1,0,1
"90962",2,0,2
"90963",3,1,1
"90964",4,0,0
"90965",5,1,1
"90966",6,1,0
"90967",7,1,0
"90968",8,1,0
"90969",9,1,0
"90970",10,2,0
"90971",1,1,0
"90972",2,0,1
"90973",3,2,0
"90974",4,0,0
"90975",5,1,0
"90976",6,2,1
"90977",7,0,0
"90978",8,2,0
"90979",9,1,1
"90980",10,0,1
"90981",1,3,1
"90982",2,1,0
"90983",3,2,1
"90984",4,0,2
"90985",5,2,0
"90986",6,1,0
"90987",7,1,0
"90988",8,3,0
"90989",9,0,1
"90990",10,0,0
"90991",1,2,0
"90992",2,1,0
"90993",3,1,1
"90994",4,1,1
"90995",5,0,0
"90996",6,0,1
"90997",7,1,1
"90998",8,3,0
"90999",9,2,1
"91000",10,4,0
"91001",1,0,1
"91002",2,0,1
"91003",3,1,0
"91004",4,0,2
"91005",5,1,0
"91006",6,3,0
"91007",7,1,2
"91008",8,2,0
"91009",9,2,0
"91010",10,3,0
"91011",1,0,1
"91012",2,2,0
"91013",3,2,0
"91014",4,1,0
"91015",5,2,0
"91016",6,0,1
"91017",7,1,0
"91018",8,1,0
"91019",9,1,2
"91020",10,1,0
"91021",1,2,0
"91022",2,1,2
"91023",3,1,0
"91024",4,1,1
"91025",5,1,1
"91026",6,1,1
"91027",7,3,0
"91028",8,1,0
"91029",9,1,0
"91030",10,0,1
"91031",1,1,0
"91032",2,2,1
"91033",3,0,1
"91034",4,0,1
"91035",5,0,1
"91036",6,1,0
"91037",7,1,0
"91038",8,2,0
"91039",9,0,2
"91040",10,0,1
"91041",1,1,0
"91042",2,2,0
"91043",3,1,0
"91044",4,1,0
"91045",5,1,0
"91046",6,3,0
"91047",7,0,1
"91048",8,0,1
"91049",9,0,1
"91050",10,1,1
"91051",1,1,0
"91052",2,0,0
"91053",3,2,0
"91054",4,1,1
"91055",5,1,0
"91056",6,1,2
"91057",7,1,1
"91058",8,2,1
"91059",9,2,1
"91060",10,2,1
"91061",1,1,0
"91062",2,0,0
"91063",3,0,2
"91064",4,2,0
"91065",5,2,0
"91066",6,2,0
"91067",7,1,0
"91068",8,1,0
"91069",9,1,1
"91070",10,2,0
"91071",1,1,2
"91072",2,1,0
"91073",3,1,2
"91074",4,2,0
"91075",5,1,0
"91076",6,2,1
"91077",7,0,2
"91078",8,0,1
"91079",9,1,1
"91080",10,3,0
"91081",1,2,0
"91082",2,2,0
"91083",3,1,0
"91084",4,1,0
"91085",5,0,2
"91086",6,1,1
"91087",7,1,0
"91088",8,3,0
"91089",9,0,1
"91090",10,0,0
"91091",1,0,0
"91092",2,0,0
"91093",3,2,2
"91094",4,1,0
"91095",5,4,0
"91096",6,1,2
"91097",7,1,0
"91098",8,0,1
"91099",9,1,2
"91100",10,1,0
"91101",1,0,1
"91102",2,2,0
"91103",3,1,0
"91104",4,1,0
"91105",5,1,1
"91106",6,2,1
"91107",7,1,0
"91108",8,1,0
"91109",9,1,0
"91110",10,0,0
"91111",1,1,1
"91112",2,1,2
"91113",3,1,0
"91114",4,3,0
"91115",5,1,0
"91116",6,2,0
"91117",7,0,2
"91118",8,1,0
"91119",9,1,0
"91120",10,3,0
"91121",1,0,0
"91122",2,0,1
"91123",3,1,1
"91124",4,1,2
"91125",5,1,1
"91126",6,1,1
"91127",7,3,0
"91128",8,1,0
"91129",9,0,1
"91130",10,0,0
"91131",1,0,1
"91132",2,1,3
"91133",3,0,2
"91134",4,1,1
"91135",5,1,0
"91136",6,1,1
"91137",7,1,1
"91138",8,1,0
"91139",9,0,2
"91140",10,2,0
"91141",1,1,0
"91142",2,0,1
"91143",3,2,0
"91144",4,1,0
"91145",5,2,0
"91146",6,1,2
"91147",7,2,0
"91148",8,1,0
"91149",9,1,2
"91150",10,2,0
"91151",1,1,0
"91152",2,1,0
"91153",3,2,0
"91154",4,3,0
"91155",5,2,1
"91156",6,0,1
"91157",7,0,3
"91158",8,0,0
"91159",9,2,1
"91160",10,0,0
"91161",1,0,0
"91162",2,1,2
"91163",3,2,0
"91164",4,1,0
"91165",5,2,0
"91166",6,1,1
"91167",7,1,1
"91168",8,2,0
"91169",9,1,1
"91170",10,1,2
"91171",1,1,1
"91172",2,2,0
"91173",3,1,0
"91174",4,1,0
"91175",5,1,1
"91176",6,1,1
"91177",7,1,0
"91178",8,0,0
"91179",9,0,0
"91180",10,2,0
"91181",1,1,0
"91182",2,1,1
"91183",3,1,0
"91184",4,2,1
"91185",5,1,1
"91186",6,0,1
"91187",7,0,2
"91188",8,2,0
"91189",9,2,0
"91190",10,1,0
"91191",1,0,1
"91192",2,1,0
"91193",3,0,2
"91194",4,2,2
"91195",5,3,0
"91196",6,1,0
"91197",7,0,1
"91198",8,2,1
"91199",9,1,1
"91200",10,2,0
"91201",1,1,0
"91202",2,1,0
"91203",3,0,0
"91204",4,3,0
"91205",5,1,0
"91206",6,3,0
"91207",7,2,1
"91208",8,2,1
"91209",9,1,0
"91210",10,1,0
"91211",1,0,0
"91212",2,0,0
"91213",3,2,0
"91214",4,1,0
"91215",5,1,0
"91216",6,1,1
"91217",7,0,1
"91218",8,0,1
"91219",9,0,0
"91220",10,0,0
"91221",1,1,0
"91222",2,2,0
"91223",3,2,0
"91224",4,1,0
"91225",5,2,0
"91226",6,1,1
"91227",7,1,0
"91228",8,0,1
"91229",9,2,0
"91230",10,0,0
"91231",1,0,0
"91232",2,0,2
"91233",3,0,2
"91234",4,1,1
"91235",5,1,0
"91236",6,1,0
"91237",7,1,2
"91238",8,0,3
"91239",9,0,2
"91240",10,3,0
"91241",1,1,0
"91242",2,0,2
"91243",3,1,0
"91244",4,0,1
"91245",5,3,0
"91246",6,0,2
"91247",7,1,0
"91248",8,1,1
"91249",9,1,0
"91250",10,0,1
"91251",1,0,1
"91252",2,0,0
"91253",3,1,0
"91254",4,1,0
"91255",5,2,0
"91256",6,1,1
"91257",7,3,1
"91258",8,1,0
"91259",9,1,1
"91260",10,2,0
"91261",1,0,0
"91262",2,1,0
"91263",3,1,1
"91264",4,1,0
"91265",5,1,1
"91266",6,1,1
"91267",7,1,0
"91268",8,2,0
"91269",9,0,1
"91270",10,1,0
"91271",1,0,0
"91272",2,0,0
"91273",3,0,0
"91274",4,2,0
"91275",5,0,1
"91276",6,0,1
"91277",7,2,1
"91278",8,2,0
"91279",9,4,0
"91280",10,1,0
"91281",1,2,0
"91282",2,0,1
"91283",3,0,0
"91284",4,0,0
"91285",5,1,0
"91286",6,0,0
"91287",7,2,1
"91288",8,3,0
"91289",9,3,0
"91290",10,0,1
"91291",1,2,0
"91292",2,0,0
"91293",3,0,1
"91294",4,1,1
"91295",5,1,0
"91296",6,1,1
"91297",7,1,2
"91298",8,1,0
"91299",9,2,1
"91300",10,2,0
"91301",1,1,0
"91302",2,1,1
"91303",3,0,0
"91304",4,1,0
"91305",5,2,1
"91306",6,1,0
"91307",7,0,1
"91308",8,0,2
"91309",9,2,0
"91310",10,2,1
"91311",1,0,1
"91312",2,0,1
"91313",3,2,0
"91314",4,2,0
"91315",5,2,0
"91316",6,1,0
"91317",7,1,1
"91318",8,1,0
"91319",9,0,2
"91320",10,2,0
"91321",1,0,1
"91322",2,4,0
"91323",3,3,0
"91324",4,0,1
"91325",5,2,1
"91326",6,2,1
"91327",7,2,1
"91328",8,2,1
"91329",9,1,0
"91330",10,2,0
"91331",1,1,0
"91332",2,1,1
"91333",3,1,1
"91334",4,2,1
"91335",5,1,1
"91336",6,2,0
"91337",7,1,1
"91338",8,2,0
"91339",9,1,0
"91340",10,0,1
"91341",1,2,1
"91342",2,2,0
"91343",3,1,0
"91344",4,3,0
"91345",5,1,0
"91346",6,0,1
"91347",7,0,3
"91348",8,3,0
"91349",9,1,0
"91350",10,1,0
"91351",1,1,0
"91352",2,1,0
"91353",3,1,0
"91354",4,2,0
"91355",5,2,0
"91356",6,0,0
"91357",7,1,0
"91358",8,3,1
"91359",9,0,1
"91360",10,1,0
"91361",1,1,0
"91362",2,1,1
"91363",3,1,0
"91364",4,2,1
"91365",5,1,2
"91366",6,1,1
"91367",7,2,1
"91368",8,1,1
"91369",9,3,0
"91370",10,1,1
"91371",1,1,1
"91372",2,0,1
"91373",3,1,1
"91374",4,1,1
"91375",5,2,0
"91376",6,0,1
"91377",7,1,0
"91378",8,3,0
"91379",9,0,0
"91380",10,1,1
"91381",1,2,0
"91382",2,0,2
"91383",3,0,1
"91384",4,1,1
"91385",5,0,0
"91386",6,1,1
"91387",7,2,0
"91388",8,2,1
"91389",9,2,1
"91390",10,0,0
"91391",1,2,0
"91392",2,0,1
"91393",3,0,0
"91394",4,1,0
"91395",5,0,1
"91396",6,2,0
"91397",7,1,1
"91398",8,0,0
"91399",9,2,1
"91400",10,1,0
